id,collect_time,date_created,sensor_id,uom,value,seconds
223843,2024-07-02 12:24:00,2024-07-02 12:30:46.589,1836026194,ft,-0.48,1719923040
223972,2024-07-02 12:30:00,2024-07-02 12:35:46.674,1836026194,ft,-0.51,1719923400
224101,2024-07-02 12:36:00,2024-07-02 12:40:46.496,1836026194,ft,-0.53,1719923760
224230,2024-07-02 12:42:00,2024-07-02 12:45:46.611,1836026194,ft,-0.56,1719924120
224488,2024-07-02 12:48:00,2024-07-02 12:55:46.526,1836026194,ft,-0.58,1719924480
224617,2024-07-02 12:54:00,2024-07-02 13:00:46.781,1836026194,ft,-0.6,1719924840
224746,2024-07-02 13:00:00,2024-07-02 13:05:46.448,1836026194,ft,-0.61,1719925200
224875,2024-07-02 13:06:00,2024-07-02 13:10:46.454,1836026194,ft,-0.62,1719925560
225004,2024-07-02 13:12:00,2024-07-02 13:15:46.427,1836026194,ft,-0.61,1719925920
225259,2024-07-02 13:18:00,2024-07-02 13:25:46.914,1836026194,ft,-0.58,1719926280
225388,2024-07-02 13:24:00,2024-07-02 13:30:46.664,1836026194,ft,-0.58,1719926640
225517,2024-07-02 13:30:00,2024-07-02 13:35:46.486,1836026194,ft,-0.58,1719927000
225646,2024-07-02 13:36:00,2024-07-02 13:40:47.319,1836026194,ft,-0.57,1719927360
225775,2024-07-02 13:42:00,2024-07-02 13:45:47.056,1836026194,ft,-0.56,1719927720
226033,2024-07-02 13:48:00,2024-07-02 13:55:46.562,1836026194,ft,-0.49,1719928080
226162,2024-07-02 13:54:00,2024-07-02 14:00:46.457,1836026194,ft,-0.47,1719928440
226291,2024-07-02 14:00:00,2024-07-02 14:05:46.583,1836026194,ft,-0.39,1719928800
226420,2024-07-02 14:06:00,2024-07-02 14:10:46.730,1836026194,ft,-0.36,1719929160
226549,2024-07-02 14:12:00,2024-07-02 14:15:46.415,1836026194,ft,-0.28,1719929520
226805,2024-07-02 14:18:00,2024-07-02 14:25:46.699,1836026194,ft,-0.2,1719929880
226934,2024-07-02 14:24:00,2024-07-02 14:30:46.550,1836026194,ft,-0.14,1719930240
227063,2024-07-02 14:30:00,2024-07-02 14:35:46.772,1836026194,ft,-0.09,1719930600
227192,2024-07-02 14:36:00,2024-07-02 14:40:46.452,1836026194,ft,-0.02,1719930960
227321,2024-07-02 14:42:00,2024-07-02 14:45:46.692,1836026194,ft,0.08,1719931320
227579,2024-07-02 14:48:00,2024-07-02 14:55:46.569,1836026194,ft,0.14,1719931680
227708,2024-07-02 14:54:00,2024-07-02 15:00:46.677,1836026194,ft,0.18,1719932040
227837,2024-07-02 15:00:00,2024-07-02 15:05:47.550,1836026194,ft,0.29,1719932400
227966,2024-07-02 15:06:00,2024-07-02 15:10:47.285,1836026194,ft,0.32,1719932760
228095,2024-07-02 15:12:00,2024-07-02 15:15:46.847,1836026194,ft,0.41,1719933120
228351,2024-07-02 15:18:00,2024-07-02 15:25:46.476,1836026194,ft,0.44,1719933480
228480,2024-07-02 15:24:00,2024-07-02 15:30:46.452,1836026194,ft,0.53,1719933840
228609,2024-07-02 15:30:00,2024-07-02 15:35:46.458,1836026194,ft,0.57,1719934200
228738,2024-07-02 15:36:00,2024-07-02 15:40:46.892,1836026194,ft,0.63,1719934560
228867,2024-07-02 15:42:00,2024-07-02 15:45:46.458,1836026194,ft,0.72,1719934920
229125,2024-07-02 15:48:00,2024-07-02 15:55:46.547,1836026194,ft,0.73,1719935280
